name,twitter,short_desc,desc,tag,href,expert_id
Derek Scissors,,Resident Scholar,"Chinese economy
Global Chinese investments
Indian economy
Trade policy
US-China relations

Foreign and Defense Policy 
Derek M. Scissors is a resident scholar at the American Enterprise Institute (AEI), where he focuses on the Chinese and Indian economies and on US economic relations with Asia. He is concurrently chief economist of the China Beige Book.
Dr. Scissors is the author of the China Global Investment Tracker. In late 2008, he authored a series of papers that chronicled the end of pro-market Chinese reform and predicted economic stagnation in China as a result. He has also written multiple papers on the best course for Indian economic development.
Before joining AEI, Dr. Scissors was a senior research fellow in the Asian Studies Center at the Heritage Foundation and an adjunct professor of economics at George Washington University. He has worked for London-based Intelligence Research Ltd., taught economics at Lingnan University in Hong Kong, and served as an action officer in international economics and energy for the US Department of Defense.
Dr. Scissors has a bachelor’s degree from the University of Michigan, a master’s degree from the University of Chicago, and a doctorate from Stanford University.
Learn more about the American Enterprise Institute and Heritage Foundation’s China Global Investment Tracker.
PhD, international political economy, Stanford University
MA, economics, University of Chicago
AB, economics, University of Michigan


Key Points Partial decoupling from China is overdue. The People’s Republic of China (PRC) suppresses foreign competition and infringes intellectual property. It is an ugly dictatorship at home and increasingly aggressive overseas. Decoupling involves a range of tools and economic activities. Policymakers should quickly move to document and respond to Chinese subsidies, implement already legislated […]
Key Points As expected given COVID-19, China’s construction and, especially, investment around the world plunged in the first half of 2020. The decline may be exaggerated by Chinese firms not wanting to report global activity, but Beijing’s happy numbers are not credible. From what little can be discerned, the Belt and Road Initiative is becoming […]
The China Global Investment Tracker (CGIT) is the only comprehensive public data set covering China’s global investment and construction, which are documented both separately and together.
Official Chinese economic data are often the only game in town, but they are untrustworthy.
When will China pass the US in economic size? “The year 2030” is not a bad estimate, but so is “never.”
Disputes between Prime Minister Narendra Modi’s government and the opposition obscure the crucial fact that India has pursued the same unwise economic policies regardless of who has been in office. The result is decent economic performance while the possibility of a true breakthrough slips away.
Is Scissors correct that the US-China relationship is about to permanently shrink? And if so, how will this change affect the global order? A symposium of economists responds.
The Trans-Pacific Partnership has severe weaknesses as a trade agreement. It offers both commercial and diplomatic benefits, but its value is undermined by extensive nonconforming measures, by rules of origin that risk blocking gains from both the Trans-Pacific Partnership (TPP) and future deals, and by grossly inadequate treatment of state-owned enterprises.
India’s growth in GDP would constitute a resounding success only if it was labor intensive, involving sustained and large-scale job creation. That will require easing very restrictive labor market regulations, first and foremost, as well as taking other steps such as permitting full private ownership of land, privatizing some banks, shifting trade policies and liberalizing the manufacturing labor market. 
Download the PDF Reactions to the Chinese Communist Party’s announcement of major economic reforms in November have ranged from unbridled optimism to skepticism about the party’s ability to implement sweeping change. In fact, the reforms themselves are flawed in multiple ways—most are inauthentic, uncredible, or nonviable. However, the areas of land and finance offer more […]","Chinese economy
Global Chinese investments
Indian economy
Trade policy
US-China relations",https://www.aei.org/profile/derek-m-scissors/,derek-m-scissors
Neena Shenai,,Visiting Scholar,"Globalization
International trade

Economics 
Neena Shenai is a visiting scholar at the American Enterprise Institute, where her research focuses on global trade, international economics, and globalization. She is also a global trade attorney in Washington, DC.
Ms. Shenai has served as a trade counsel for the House Committee on Ways and Means, where she advised Rep. Dave Camp (R-MI) and later Rep. Paul Ryan (R-WI), who served as the successive chairmen of the committee. She has also worked as a trade policy counsel for the Senate Republican Policy Committee and as the senior advisor to the assistant secretary for export administration in the Bureau of Industry and Security at the US Department of Commerce.
Previously, Ms. Shenai was an associate in the international trade group of Skadden Arps Slate Meagher & Flom LLP, a professional trainee in the Rules Division of the World Trade Organization, and a law clerk to the Hon. Evan J. Wallach at the US Court of International Trade.
The author of several papers and articles on international economic issues, Ms. Shenai has served on task forces and projects at both the Council on Foreign Relations and AEI, including as co-chair of the Prosperity Working Group of AEI’s American Internationalism Project.
Ms. Shenai has a JD from Vanderbilt University Law School and attended Georgetown University Law Center as a visiting student. She received an MPhil in international relations from St. Antony’s College at Oxford University and a BA in Latin and political science from Swarthmore College.
JD, Vanderbilt University Law School
(Visiting student, Georgetown University Law Center)
MPhil, international relations, St. Anthony’s College, University of Oxford
BA, Latin, political science, Swarthmore College","Globalization
International trade",https://www.aei.org/profile/neena-shenai/,neena-shenai
Sita Nataraj Slavov,sitaslavov,Visiting Scholar,"Retirement
Social Security
Tax reform

Economics 
Sita Nataraj Slavov is a visiting scholar at the American Enterprise Institute, where she specializes in public finance and the economics of aging (including older people’s work and retirement decisions, Social Security, and tax reform). She is concurrently a professor of public policy at the Schar School of Policy and Government at George Mason University and a faculty research fellow at the National Bureau of Economic Research. Dr. Slavov has served as a senior economist specializing in public finance issues at the White House’s Council of Economic Advisers. She was also a member of the 2019 Social Security Technical Panel on Assumptions and Methods, and she has taught at Occidental College.
Dr. Slavov has testified before Congress, and her work has appeared in peer-reviewed journals such as the Journal of Health Economics, the Journal of Public Economics, the Journal of Human Resources, the Review of Economic Studies, and the Journal of Public Economic Theory. In addition to her scholarly work, she has been published in the popular press, including in The New York Times, Los Angeles Times, RealClearPolicy, RealClearMarkets, US News & World Report, and the Chronicle of Higher Education.
She has a PhD in economics from Stanford University and a BA in economics from the College of William & Mary
Click here to view CV
PhD, economics, Stanford University
BA, economics, College of William & Mary
","Retirement
Social Security
Tax reform",https://www.aei.org/profile/sita-nataraj-slavov/,sita-nataraj-slavov
Vincent H. Smith,,"Visiting Scholar; Director, Agriculture Studies ","Agriculture policy
Farm subsidies
Jones Act

American Boondoggle 
PhD, North Carolina State University, Raleigh, NC
MA, Manchester University, England
BA, Manchester University, England
As Congress considers a new farm bill, members should consider terminating farm subsidy, marketing order, trade, and conservation programs.","Agriculture policy
Farm subsidies
Jones Act",https://www.aei.org/profile/vincent-h-smith/,vincent-h-smith
Christina Hoff Sommers,CHSommers,Resident Scholar,"Feminism
Free speech

Society and Culture 
Christina Hoff Sommers is a resident scholar at the American Enterprise Institute (AEI), where she studies the politics of gender and feminism, as well as free expression, due process, and the preservation of liberty in the academy. Before joining AEI, Dr. Sommers was a philosophy professor at Clark University.
She is best known for her defense of classical liberal feminism and her critique of gender feminism. Her books include “Freedom Feminism—Its Surprising History and Why It Matters Today” (AEI, 2013); “One Nation Under Therapy” (St. Martin’s Press, 2005), coauthored with Sally Satel; “The War Against Boys” (Simon & Schuster, 2001 and 2013), which was named a New York Times Notable Book of the Year in 2001; and “Who Stole Feminism?” (Simon & Schuster, 1995). Her textbook, “Vice and Virtue in Everyday Life,” currently in its ninth edition, is a bestseller in college ethics.
Her writings have appeared in publications such as The Atlantic, The New York Times, and The Washington Post. In addition to frequent radio and television appearances, Dr. Sommers is the host of the popular video blog, The Factual Feminist.
Dr. Sommers has a PhD in philosophy from Brandeis University and a BA from New York University.
PhD, philosophy, Brandeis University
BA, New York University
On campuses throughout the country, students and faculty are now routinely denied due-process rights. Hundreds of students, mostly young men, have been subject to kangaroo courts and expelled from school.
When I arrived at Lewis & Clark Law School to give a talk, a security officer asked if I had a gun. She’d heard rumors on social media. I didn’t, but my friend Andy Ngo, a Portland State grad student, was armed with an iPhone. A letter from several leftist student groups had demanded the […]","Feminism
Free speech",https://www.aei.org/profile/christina-hoff-sommers/,christina-hoff-sommers
Katharine B. Stevens,KBStevens,Resident Scholar,"Child welfare
Early childhood education

Poverty Studies 
Katharine B. Stevens leads the early-childhood program at the American Enterprise Institute (AEI), where her work focuses on the early development and learning of children. She studies the crucial role of early childhood in fostering better economic outcomes and breaking the cycle of intergenerational poverty in disadvantaged communities, as well as the challenges of implementing rapidly expanding early-childhood initiatives.
Before joining AEI, Dr. Stevens founded and led Teachers for Tomorrow, one of the first teacher apprenticeship programs in the United States, which recruited and trained teachers for New York City’s lowest-performing schools. She began her career in public education as an assistant in a Head Start classroom in St. Louis, Missouri, and as a preschool teacher in New Haven, Connecticut.
Her publications include “Workforce of Today, Workforce of Tomorrow: The Business Case for High-Quality Childcare” (US Chamber of Commerce Foundation, 2017); “Does Pre-K Work? The Research on Ten Early Childhood Programs—And What It Tells Us” (AEI, 2016); and “Renewing Childhood’s Promise: The History and Future of Federal Early Care and Education Policy” (AEI, 2015).
Her analyses and commentary have been published in Education Week, The Hill, HuffPost, Los Angeles Times, New York Daily News, New York Post, US News & World Report, and The Wall Street Journal, among others.
Dr. Stevens has a PhD in education policy from Columbia University, an MEd from Teachers College, an MBA from Columbia Business School, and a BA in US history from the University of Chicago.
PhD, education policy, Columbia University
MEd, leadership, policy, and politics, Teachers College
MBA, Columbia Business School
BA, US history, University of Chicago","Child welfare
Early childhood education",https://www.aei.org/profile/katharine-b-stevens/,katharine-b-stevens
Ivana Stradner,,Jeane Kirkpatrick Fellow,"International law
National security
US-European relations

Foreign and Defense Policy 
Ivana Stradner is a Jeane Kirkpatrick Fellow at the American Enterprise Institute (AEI), where her research focuses on the intersection of international law and security.
Before joining AEI, Dr. Stradner worked as a visiting scholar for Harvard University and as a lecturer for a variety of universities, including University of California, Berkeley, School of Law and the Faculty of Law at the University of Belgrade. Specifically, she lectured on international law, international relations, EU law, international security, and comparative legal history. She also served as a legal associate in the department of Public Administration and Local Self-Government in the Serbian Ministry of Human and Minority Rights.
Dr. Stradner has been published in several peer-reviewed journals, including Foreign Legal Life. She is the coauthor of a chapter on customary international law in “Customary Law Today” (Springer International Publishing, 2018).
She has an LLM and a JSD from the University of California, Berkeley, School of Law and an LLB from the Faculty of Law at the University of Belgrade. She also holds a BA in political science from the Academy for Diplomacy and Security in Belgrade, Serbia.
JSD, LLM, University of California, Berkeley, School of Law
LLB, University of Belgrade, Faculty of Law
BA, political science, Academy for Diplomacy and Security, Belgrade, Serbia
","International law
National security
US-European relations",https://www.aei.org/profile/ivana-stradner/,ivana-stradner
Michael R. Strain,MichaelRStrain,"Director, Economic Policy Studies Arthur F. Burns Scholar in Political Economy","US economy
US labor market
Jobs and labor policy
Minimum wage
Federal tax and budget policy

Economics 
Michael R. Strain is the Director of Economic Policy Studies and the Arthur F. Burns Scholar in Political Economy at the American Enterprise Institute (AEI), where he oversees the Institute’s work in economic policy, financial markets, international trade and finance, tax and budget policy, welfare economics, health care policy, and related areas.
Dr. Strain’s latest book, “The American Dream is Not Dead: (But Populism Could Kill It)” was published by Templeton Press on February 28, 2020.
Before joining AEI, Dr. Strain worked in the Center for Economic Studies at the US Census Bureau and in the macroeconomics research group at the Federal Reserve Bank of New York.
Dr. Strain’s own research focuses on labor economics, public finance, and social policy, and his papers have been published in peer-reviewed academic journals and policy journals such as Tax Notes and National Affairs. He is the editor of “The US Labor Market: Questions and Challenges for Public Policy” and the coeditor, with Stan Veuger, of “Economic Freedom and Human Flourishing: Perspectives from Political Philosophy.” He was a member of the AEI-Brookings Working Group on Poverty and Opportunity, which published the report “Opportunity, Responsibility, and Security: A Consensus Plan for Reducing Poverty and Restoring the American Dream.”
He also writes frequently for popular audiences, and his essays and op-eds have been published by The New York Times, The Wall Street Journal, The Washington Post, The Atlantic, National Review, and The Weekly Standard, among others. He is a columnist for Bloomberg Opinion.
A frequent guest on radio and television, Dr. Strain is regularly interviewed by news networks including CNBC, MSNBC, and NPR. He has testified before Congress and speaks often to a variety of audiences.
Dr. Strain has a PhD in economics from Cornell University. He is a graduate of Marquette University and holds an MA from New York University.
PhD, MA, economics, Cornell University
MA, New York University
BA, Marquette University",,https://www.aei.org/profile/michael-r-strain/,michael-r-strain
Ryan Streeter,streeterryan,"Director, Domestic Policy Studies","Civil society
Community
Localism in America
Religion

Society and Culture 

Politics and Public Opinion 
Ryan Streeter is the director of domestic policy studies at the American Enterprise Institute (AEI), where he oversees research in education, technology, housing, poverty studies, workforce development, and public opinion. Before joining AEI, he was executive director of the Center for Politics and Governance at the University of Texas at Austin.
Dr. Streeter has had a distinguished career in government service, which includes being deputy chief of staff for policy for Indiana Governor Mike Pence, special assistant for domestic policy to President George W. Bush at the White House, and policy adviser to Indianapolis Mayor Stephen Goldsmith. Outside of government, he has served as a senior fellow at the Legatum Institute and as a research fellow at the Hudson Institute.
He is the author of “Transforming Charity: Toward a Results-Oriented Social Sector” (Hudson Institute, 2001); the editor of “Religion and the Public Square in the 21st Century” (Hudson Institute, 2001); the coauthor of “The Soul of Civil Society: Voluntary Associations and the Public Value of Moral Habits” (Lexington Books, 2002); and a contributor to the Stephen Goldsmith book, “Putting Faith in Neighborhoods: Making Cities Work Through Grassroots Citizenship” (Hudson Institute, 2002).
In addition to his many television and radio appearances, which include BBC News, CNBC, Fox News, and MSNBC. Dr. Streeter’s articles have been widely published in outlets including The Weekly Standard, The Washington Post, The Wall Street Journal, and National Review.
Dr. Streeter has a PhD in political philosophy from Emory University.
PhD, political philosophy, Emory University
MA, Northern Illinois University
BA, Moody Bible Institute
","Civil society
Community
Localism in America
Religion",https://www.aei.org/profile/ryan-streeter/,ryan-streeter
Bret Swanson,JBSay,Visiting Fellow,"Innovation
Internet regulation
Productivity
Telecommunications

Technology and Innovation 
Bret Swanson is a visiting fellow at the American Enterprise Institute, where he focuses on the impact of technology on the US economy, telecommunications, and internet regulation. He is concurrently president of Entropy Economics LLC, and a scholar at the US Chamber of Commerce Foundation.
Mr. Swanson began his career as an aide to former Sen. Richard Lugar (R-IN) and served as an economic analyst to Jack Kemp at Empower America. He later advised technology investors as executive editor of the Gilder Technology Report and directed the Center for Global Innovation at the Progress & Freedom Foundation.
A frequent contributor to Forbes and The Hill, Mr. Swanson has also been published in The Wall Street Journal, RealClearMarkets.com, and Computerworld, among others.
Mr. Swanson attended Princeton University where he studied economics.
Studied economics at Princeton University.","Innovation
Internet regulation
Productivity
Telecommunications",https://www.aei.org/profile/bret-swanson/,bret-swanson
Shane Tews,ShaneTews,Visiting Fellow,"5G wireless
Artificial intelligence
Digital privacy
Internet of Things
Internet regulation

Technology and Innovation 
Shane Tews is a visiting fellow at the American Enterprise Institute (AEI), where she works on international communications, technology and cybersecurity issues, including privacy, internet governance, data protection, 5G networks, the Internet of Things, machine learning, and artificial intelligence. She is also president of Logan Circle Strategies.
Previously, Ms. Tews managed internet security and digital commerce issues as vice president of global policy for Verisign Inc. She began her career in the George H. W. Bush White House as a deputy associate director in the Office of Cabinet Affairs and later moved to Capitol Hill as a legislative director for a member of Congress.
She is currently vice chair of the board of directors of the Internet Education Foundation and co-chair of the Internet Governance Forum USA.
Ms. Tews studied communications at Arizona State University and American University, where she graduated with a bachelor’s degree in general studies with an emphasis on communications and political science.
BA, public relations and political science, American University
Attended Arizona State University","5G wireless
Artificial intelligence
Digital privacy
Internet of Things
Internet regulation",https://www.aei.org/profile/shane-tews/,shane-tews
Marc A. Thiessen,marcthiessen,Resident Fellow,"Counterterrorism
National security
US presidency

Foreign and Defense Policy 
Marc Thiessen is a resident fellow at the American Enterprise Institute (AEI) where he studies and writes about American presidential leadership and counterterrorism. He also writes about general US foreign and defense policy issues and contributes to the AEIdeas blog.
A member of the White House senior staff under President George W. Bush, Thiessen served as chief speechwriter to the president and to Secretary of Defense Donald Rumsfeld. Before joining the Bush administration, Thiessen spent more than six years as spokesman and senior policy adviser to Senate Foreign Relations Committee Chairman Jesse Helms (R-NC).
A biweekly columnist for The Washington Post, Thiessen is also a contributor to Fox News, appearing regularly on “The Story with Martha MacCallum,” “America’s Newsroom,” and other programs. His book on the Central Intelligence Agency’s interrogation program, “Courting Disaster” (Regnery Press, 2010), is a New York Times bestseller. Thiessen is also the coauthor, with Wisconsin Governor Scott Walker, of “Unintimidated” (Sentinel, 2013).
Thiessen has done postgraduate studies at the Naval War College and has a B.A. from Vassar College.
BA, Vassar College
Postgraduate Studies, Naval War College
","Counterterrorism
National security
US presidency",https://www.aei.org/profile/marc-a-thiessen/,marc-a-thiessen
Sean Trende,SeanTrende,Visiting Fellow,"American politics
Demographics
Public opinion polls

Politics and Public Opinion 
Sean Trende is a visiting fellow at the American Enterprise Institute, where he works on elections, American political trends, voting patterns, and demographics. He is also the senior elections analyst for RealClearPolitics. Before becoming a full-time political analyst, Mr. Trende practiced law for eight years, during which time he represented clients before a variety of settings ranging from state trial courts to the Supreme Court of the United States.
Mr. Trende is the coauthor of the “Almanac of American Politics 2014” (University of Chicago, 2014) and the author of “The Lost Majority: Why the Future of Government Is Up for Grabs and Who Will Take It” (Palgrave Macmillan, 2012). He has appeared on a wide variety of radio and television shows, ranging from “Fox & Friends” on Fox News Channel to “All In with Chris Hayes” on MSNBC.
Mr. Trende has a law degree and a master’s degree in political science from Duke University and bachelor’s degree from Yale University. He is currently pursuing a PhD in political science at The Ohio State University.
In progress, PhD, political science, The Ohio State University
JD, MA, political science, Duke University
BA, Yale University
There’s been an ongoing discussion about whether the 2018 midterms can be properly considered a “wave” election. While I think they certainly can be considered a wave, that doesn’t get to the question of whether they ought to be considered as such.
Taken together, the States of Change projections for the Republican Party are reasonably dire.","American politics
Demographics
Public opinion polls",https://www.aei.org/profile/sean-trende/,sean-trende
J. D. Vance,,Visiting Fellow,"American society and culture
The social impact of economic policy

Society and Culture 
J. D. Vance is a visiting fellow at the American Enterprise Institute, where he studies the intersection of American culture and the social impact of economic policy, globalization, and capital investment.
Mr. Vance — who is best known as the author of the #1 New York Times bestseller “Hillbilly Elegy: A Memoir of a Family and Culture in Crisis” (Harper, 2016), which is being made into a movie by director Ron Howard — is also a venture capitalist who focuses his investment activities outside of America’s traditional tech hubs.
A frequent speaker, writer, and contributor to television and radio, Mr. Vance has appeared on ABC News, CBS News, CNN, and Fox News, among others. He holds a BA in political science and philosophy from The Ohio State University and a law degree from Yale Law School.
Experience
BA, political science and philosophy, The Ohio State University
JD, Yale Law School",,https://www.aei.org/profile/j-d-vance/,j-d-vance
Stan Veuger,stanveuger,Resident Scholar,"Public Finance
Political Economy
European Union
Criminal Justice Reform
DC Metropolitan Area

Economics 
Stan Veuger is a resident scholar in economic policy studies at the American Enterprise Institute (AEI) and a visiting lecturer of economics at Harvard University. He is also the editor of AEI Economic Perspectives, as well as a fellow at the IE School of Global and Public Affairs in Madrid and at Tilburg University in the Netherlands.
Dr. Veuger’s research has been published in leading academic and professional journals, including the Journal of Monetary Economics, The Quarterly Journal of Economics, and The Review of Economics and Statistics. He is the coeditor, with Michael Strain, of “Economic Freedom and Human Flourishing: Perspectives from Political Philosophy” (AEI Press, 2016).
Dr. Veuger also comments frequently on economics, politics, and popular culture for general audiences. His writing has been featured in Foreign Affairs, The National Interest, The New York Times, and USA Today, among others. His broadcast appearances include CNN, Fox News, MSNBC, and Univision.
He received a PhD and an AM in economics from Harvard. He also holds degrees from Erasmus University Rotterdam, Universitat Pompeu Fabra, and Utrecht University.
Dr. Veuger serves as the chairman of the Washington, DC, chapter of the Netherland-America Foundation. He welcomes media inquiries in English, Spanish, and Dutch.
PhD, AM, economics, Harvard University
MSc, economics, Universitat Pompeu Fabra
Doctorandus, Spanish language and literature, Universiteit Utrecht
Doctorandus, business administration, Erasmus University Rotterdam",,https://www.aei.org/profile/stan-veuger/,stan-veuger
Alan D. Viard,,Resident Scholar,"Federal budget
Tax reform

Economics 
Alan D. Viard is a resident scholar at the American Enterprise Institute (AEI), where he studies federal tax and budget policy.
Prior to joining AEI, Viard was a senior economist at the Federal Reserve Bank of Dallas and an assistant professor of economics at Ohio State University. He has also been a visiting scholar at the US Department of the Treasury’s Office of Tax Analysis, a senior economist at the White House’s Council of Economic Advisers, and a staff economist at the Joint Committee on Taxation of the US Congress. While at AEI, Viard has taught public finance at Georgetown University’s Public Policy Institute. He also cohosted the New York University Law School tax policy colloquium in the spring 2015 semester. Earlier in his career, Viard spent time in Japan as a visiting scholar at Osaka University’s Institute of Social and Economic Research.
A prolific writer, Viard is a frequent contributor to AEI’s “On the Margin” column in Tax Notes and was nominated for Tax Notes’s 2009 Tax Person of the Year. He has also testified before Congress, and his work has been featured in a wide range of publications, including Room for Debate in The New York Times, TheAtlantic.com, Bloomberg, NPR’s Planet Money, and The Hill. Viard is the coauthor of “Progressive Consumption Taxation: The X Tax Revisited” (2012) and “The Real Tax Burden: Beyond Dollars and Cents” (2011), and the editor of “Tax Policy Lessons from the 2000s” (2009).
Viard received his Ph.D. in economics from Harvard University and a B.A. in economics from Yale University. He also completed the first year of the J.D. program at the University of Chicago Law School, where he qualified for law review and was awarded the Joseph Henry Beale prize for legal research and writing.
PhD, MA, economics, Harvard University
BA, economics, Yale University
This report updates and revises the authors’ 2014 proposal to replace the corporate income tax with taxation at ordinary income rates of dividends and net accrued capital gains of American shareholders. 
This book by Alan Viard and Robert Carroll proposes to completely replace the income tax system with a progressive consumption tax.
By focusing on the prevention of discrimination against interstate commerce, a Commerce Neutrality framework puts the commerce back in the Dormant Commerce Clause.","Federal budget
Tax reform",https://www.aei.org/profile/alan-d-viard/,alan-d-viard
Philip Wallach,PhilipWallach,Resident Scholar,"Administrative state
Congress
Congressional reform
separation of powers

Politics and Public Opinion  
Philip Wallach is a resident scholar at the American Enterprise Institute (AEI), where he studies America’s separation of powers, with a focus on regulatory policy issues and the relationship between Congress and the administrative state.
Before joining AEI, Dr. Wallach was a senior fellow in governance studies at the Brookings Institution, where he authored “To the Edge: Legality, Legitimacy, and the Responses to the 2008 Financial Crisis” (Brookings Institution Press, 2015). He was later affiliated with the R Street Institute and served as a fellow with the House Select Committee on the Modernization of Congress in 2019.
Dr. Wallach’s scholarly and popular work has been published widely, including in the Brookings Center on Regulation and Markets, Studies in American Political Development, Fortune, National Affairs, National Review, Law & Liberty, the Los Angeles Times, RealClearPolicy, The American Interest, The Bulwark, The Hill, and The Washington Post. A frequent conference participant, he has lectured at William & Mary, the University of Oregon, Northwestern University’s Medill School of Journalism, and the University of Michigan, among others.
Dr. Wallach received his master’s and doctorate in politics from Princeton University and his bachelor’s degree from Wesleyan University’s College of Social Studies.
PhD, MA, politics, Princeton University
BA, College of Social Studies, Wesleyan University
","Administrative state
Congress
Congressional reform
separation of powers",https://www.aei.org/profile/philip-wallach/,philip-wallach
Peter J. Wallison,,Senior Fellow,"Administrative state
Corporate governance
Financial services
Supreme Court

Politics and Public Opinion 
Peter J. Wallison, a codirector of AEI’s program on financial policy studies, researches banking, insurance, and securities regulation. As general counsel of the U.S. Treasury Department, he had a significant role in the development of the Reagan administration’s proposals for the deregulation of the financial services industry. He also served as White House counsel to President Ronald Reagan and is the author of Hidden in Plain Sight (2015), and Ronald Reagan: The Power of Conviction and the Success of His Presidency (Westview Press, 2002). His other books include Competitive Equity: A Better Way to Organize Mutual Funds (2007); Privatizing Fannie Mae, Freddie Mac, and the Federal Home Loan Banks (2004); The GAAP Gap: Corporate Disclosure in the Internet Age (2000); and Optional Federal Chartering and Regulation of Insurance Companies (2000).
 Read Peter Wallison’s Dissent from the Majority Report of the Financial Crisis Inquiry Commission
LLB, Harvard Law School
BA, Harvard College","Administrative state
Corporate governance
Financial services
Supreme Court",https://www.aei.org/profile/peter-j-wallison/,peter-j-wallison
Matt Weidinger,,Rowe Fellow,"Poverty studies
Safety-net programs
Unemployment
Welfare reform

Poverty Studies 
Matt Weidinger is the Rowe Fellow in poverty studies at the American Enterprise Institute (AEI), where his work is focused on safety-net policies, including cash welfare, child welfare, disability benefits, and unemployment insurance.
Before joining AEI, Mr. Weidinger served as the deputy staff director of the House Committee on Ways and Means and as the longtime staff director of its Subcommittee on Human Resources, with jurisdiction over safety-net programs. He began his career on Capitol Hill as a legislative assistant for Rep. Clay Shaw (R-FL). He also served on the staff of the 2012 Republican Platform Subcommittee on Economy, Jobs, and Debt.
In addition, Mr. Weidinger has been the principal editor of several editions of the House Committee on Ways and Means “Green Book,” a multi-chapter volume providing background materials and data on tax, health insurance, Social Security, welfare, trade policies, and statistics. He was also a primary staff author of the landmark 1996 welfare reform law (The Personal Responsibility and Work Opportunity Act).
Mr. Weidinger has an M.A. in political science from the University of Chicago and a B.S. in foreign service from the School of Foreign Service at Georgetown University.
MA, political science, The University of Chicago
BS, foreign service, Georgetown University","Poverty studies
Safety-net programs
Unemployment
Welfare reform",https://www.aei.org/profile/matt-weidinger/,matt-weidinger
Gregory S. Weiner,,Visiting Scholar,"Politics
Constitutional law
American Founding
Political philosophy
Political prudence
Morality and moralism in political life

Politics and Public Opinion 
Gregory (Greg) S. Weiner is a visiting scholar at the American Enterprise Institute (AEI), where his work is focused on politics, American institutions, political philosophy, public policy, and moralism in political life. Concurrently, he is provost and vice president for academic affairs at Assumption College in Massachusetts, where he also teaches political science and directs the Moynihan Center.
Before his academic career, Dr. Weiner was a political aide, consultant, and writer in Washington, DC, for nearly two decades, including several years as communications director for Sen. J. Robert Kerrey (D-NE).
An expert in the political thought of the American founding, Dr. Weiner has published and lectured around the country on such topics as the political thought of James Madison, the separation of powers, the presidency, and constitutional interpretation. He is also a contributing editor to the Online Library of Law and Liberty and has been published in The New York Times and The Washington Post.
Dr. Weiner is the author of four books: “Old Whigs: Burke, Lincoln, and the Politics of Prudence” (Encounter Books, 2019); “The Political Constitution: The Case Against Judicial Supremacy” (University Press of Kansas, 2019); “American Burke: The Uncommon Liberalism of Daniel Patrick Moynihan” (University Press of Kansas, 2015); and “Madison’s Metronome: The Constitution, Majority Rule, and the Tempo of American Politics” (University Press of Kansas, 2012).
Dr. Weiner has a PhD in government and an MA in liberal studies from Georgetown University. His BA in government is from the University of Texas at Austin.
PhD, government, and MA, liberal studies, Georgetown University
BA, government, University of Texas at Austin",,https://www.aei.org/profile/gregory-s-weiner/,gregory-s-weiner
Adam J. White,adamjwhitedc,Resident Scholar,"Administrative state
Regulatory reform
US Constitution

Politics and Public Opinion 
Adam White is a resident scholar at the American Enterprise Institute, where he focuses on American constitutionalism, the Supreme Court, and the administrative state. Concurrently, he is assistant professor of law and the director of the C. Boyden Gray Center for the Study of the Administrative State at the Antonin Scalia Law School at George Mason University.
Mr. White previously practiced constitutional and administrative law, particularly in the regulation of energy and the environment, finance, and telecommunications. He was a research fellow for Stanford University’s Hoover Institution and an adjunct fellow for the Manhattan Institute. He started his legal career as a law clerk for Judge David B. Sentelle at the US Court of Appeals for the DC Circuit.
The author of a wide range of essays, book reviews, law review articles, and book chapters, Mr. White has appeared in publications such as The Wall Street Journal, National Affairs, Commentary, The Harvard Journal of Law & Public Policy, and the Notre Dame Law Review. He is a regular contributor to the Yale Journal on Regulation’s “Notice and Comment” blog, and for many years he was one of The Weekly Standard’s primary writers on constitutional law and the Supreme Court.
Mr. White has testified before a variety of US House and US Senate committees, including the Senate Judiciary Committee; the House Judiciary Subcommittee on Regulatory Reform, Commercial, and Antitrust Law (currently known as the Subcommittee on Antitrust, Commercial, and Administrative Law); the Senate Commerce Committee; and the House Financial Services Subcommittee on Oversight and Investigations.
In 2017 he was appointed to serve on the Administrative Conference of the United States. He also serves on the boards of two nonprofit organizations: Speech First and the Land Conservation Assistance Network.
He has a JD from Harvard Law School and a bachelor of business administration from the College of Business at the University of Iowa.
JD, Harvard Law School
BBA, economics, College of Business, University of Iowa","Administrative state
Regulatory reform
US Constitution",https://www.aei.org/profile/adam-j-white/,adam-j-white
